call_id,hcp_id,rep_id,call_date,call_note_raw,call_summary_target,agent_summary,agent_sentiment,agent_topics,agent_next_action,agent_compliance_flag,agent_competitor_flag
CALL_000564,HCP_00077,REP_022,2024-02-26,HCP raised patient support program and mentioned cost too high. Discussed study results and aligned on connect with MSL. HCP interest level: low.,HCP raised patient support program and mentioned cost too high.,ERROR,,,,,
CALL_000565,HCP_04685,REP_016,2024-01-18,HCP raised new indication and mentioned no suitable patients yet. Discussed study results and aligned on send clinical reprint. HCP interest level: high.,HCP raised new indication and mentioned no suitable patients yet.,ERROR,,,,,
CALL_000566,HCP_02083,REP_014,2024-01-12,HCP raised efficacy improvement and mentioned cost too high. Discussed study results and aligned on connect with MSL. HCP interest level: high.,HCP raised efficacy improvement and mentioned cost too high.,ERROR,,,,,
CALL_000567,HCP_03547,REP_010,2024-01-01,HCP raised new indication and mentioned no suitable patients yet. Discussed study results and aligned on schedule follow-up visit. HCP interest level: high.,HCP raised new indication and mentioned no suitable patients yet.,ERROR,,,,,
CALL_000568,HCP_04671,REP_039,2024-01-26,HCP raised efficacy improvement and mentioned cost too high. Discussed study results and aligned on connect with MSL. HCP interest level: low.,HCP raised efficacy improvement and mentioned cost too high.,ERROR,,,,,
CALL_000569,HCP_01803,REP_027,2024-02-19,HCP raised access / prior auth and mentioned prefers competitor. Discussed study results and aligned on provide starter kits. HCP interest level: low.,HCP raised access / prior auth and mentioned prefers competitor.,ERROR,,,,,
CALL_000570,HCP_01749,REP_038,2024-01-26,HCP raised patient support program and mentioned cost too high. Discussed study results and aligned on share copay info. HCP interest level: low.,HCP raised patient support program and mentioned cost too high.,ERROR,,,,,
CALL_000571,HCP_01411,REP_053,2024-01-21,HCP raised side effect management and mentioned no suitable patients yet. Discussed study results and aligned on schedule follow-up visit. HCP interest level: high.,HCP raised side effect management and mentioned no suitable patients yet.,ERROR,,,,,
CALL_000572,HCP_03808,REP_048,2024-01-07,HCP raised new indication and mentioned cost too high. Discussed study results and aligned on provide starter kits. HCP interest level: high.,HCP raised new indication and mentioned cost too high.,ERROR,,,,,
CALL_000573,HCP_03396,REP_049,2024-01-02,HCP raised efficacy improvement and mentioned needs more data. Discussed study results and aligned on schedule follow-up visit. HCP interest level: low.,HCP raised efficacy improvement and mentioned needs more data.,ERROR,,,,,
CALL_000574,HCP_02656,REP_004,2024-03-12,HCP raised access / prior auth and mentioned prefers competitor. Discussed study results and aligned on share copay info. HCP interest level: low.,HCP raised access / prior auth and mentioned prefers competitor.,ERROR,,,,,
CALL_000575,HCP_04851,REP_010,2024-01-25,HCP raised side effect management and mentioned cost too high. Discussed study results and aligned on share copay info. HCP interest level: medium.,HCP raised side effect management and mentioned cost too high.,ERROR,,,,,
CALL_000576,HCP_01084,REP_030,2024-03-13,HCP raised safety concern and mentioned no suitable patients yet. Discussed study results and aligned on connect with MSL. HCP interest level: high.,HCP raised safety concern and mentioned no suitable patients yet.,ERROR,,,,,
CALL_000577,HCP_04872,REP_068,2024-01-06,HCP raised access / prior auth and mentioned formulary restrictions. Discussed study results and aligned on schedule follow-up visit. HCP interest level: low.,HCP raised access / prior auth and mentioned formulary restrictions.,ERROR,,,,,
CALL_000578,HCP_01516,REP_057,2024-03-22,HCP raised access / prior auth and mentioned cost too high. Discussed study results and aligned on send clinical reprint. HCP interest level: medium.,HCP raised access / prior auth and mentioned cost too high.,ERROR,,,,,
CALL_000579,HCP_00932,REP_047,2024-01-31,HCP raised access / prior auth and mentioned no suitable patients yet. Discussed study results and aligned on share copay info. HCP interest level: high.,HCP raised access / prior auth and mentioned no suitable patients yet.,ERROR,,,,,
CALL_000580,HCP_04038,REP_072,2024-02-25,HCP raised safety concern and mentioned formulary restrictions. Discussed study results and aligned on share copay info. HCP interest level: medium.,HCP raised safety concern and mentioned formulary restrictions.,ERROR,,,,,
CALL_000581,HCP_00406,REP_047,2024-02-08,HCP raised patient support program and mentioned no suitable patients yet. Discussed study results and aligned on provide starter kits. HCP interest level: high.,HCP raised patient support program and mentioned no suitable patients yet.,ERROR,,,,,
CALL_000582,HCP_01912,REP_044,2024-01-01,HCP raised side effect management and mentioned cost too high. Discussed study results and aligned on send clinical reprint. HCP interest level: high.,HCP raised side effect management and mentioned cost too high.,ERROR,,,,,
CALL_000583,HCP_04880,REP_063,2024-03-14,HCP raised access / prior auth and mentioned needs more data. Discussed study results and aligned on provide starter kits. HCP interest level: medium.,HCP raised access / prior auth and mentioned needs more data.,ERROR,,,,,
CALL_000584,HCP_00092,REP_072,2024-04-30,HCP raised access / prior auth and mentioned no suitable patients yet. Discussed study results and aligned on schedule follow-up visit. HCP interest level: low.,HCP raised access / prior auth and mentioned no suitable patients yet.,ERROR,,,,,
CALL_000585,HCP_04476,REP_030,2024-01-05,HCP raised efficacy improvement and mentioned needs more data. Discussed study results and aligned on provide starter kits. HCP interest level: medium.,HCP raised efficacy improvement and mentioned needs more data.,ERROR,,,,,
CALL_000586,HCP_01639,REP_042,2024-05-02,HCP raised access / prior auth and mentioned needs more data. Discussed study results and aligned on connect with MSL. HCP interest level: low.,HCP raised access / prior auth and mentioned needs more data.,ERROR,,,,,
CALL_000587,HCP_04480,REP_051,2024-01-08,HCP raised side effect management and mentioned cost too high. Discussed study results and aligned on provide starter kits. HCP interest level: low.,HCP raised side effect management and mentioned cost too high.,ERROR,,,,,
CALL_000588,HCP_00188,REP_009,2024-02-13,HCP raised efficacy improvement and mentioned needs more data. Discussed study results and aligned on send clinical reprint. HCP interest level: medium.,HCP raised efficacy improvement and mentioned needs more data.,ERROR,,,,,
CALL_000589,HCP_01747,REP_063,2024-02-24,HCP raised access / prior auth and mentioned formulary restrictions. Discussed study results and aligned on provide starter kits. HCP interest level: high.,HCP raised access / prior auth and mentioned formulary restrictions.,ERROR,,,,,
CALL_000590,HCP_01758,REP_040,2024-01-09,HCP raised side effect management and mentioned cost too high. Discussed study results and aligned on schedule follow-up visit. HCP interest level: medium.,HCP raised side effect management and mentioned cost too high.,ERROR,,,,,
CALL_000591,HCP_01999,REP_016,2024-01-10,HCP raised side effect management and mentioned formulary restrictions. Discussed study results and aligned on send clinical reprint. HCP interest level: high.,HCP raised side effect management and mentioned formulary restrictions.,ERROR,,,,,
CALL_000592,HCP_03115,REP_018,2024-01-07,HCP raised new indication and mentioned cost too high. Discussed study results and aligned on wait for formulary decision. HCP interest level: low.,HCP raised new indication and mentioned cost too high.,ERROR,,,,,
CALL_000593,HCP_02222,REP_033,2024-04-07,HCP raised new indication and mentioned workflow complexity. Discussed study results and aligned on send clinical reprint. HCP interest level: medium.,HCP raised new indication and mentioned workflow complexity.,ERROR,,,,,
CALL_000594,HCP_03729,REP_057,2024-01-28,HCP raised side effect management and mentioned cost too high. Discussed study results and aligned on provide starter kits. HCP interest level: low.,HCP raised side effect management and mentioned cost too high.,ERROR,,,,,
CALL_000595,HCP_03930,REP_038,2024-01-11,HCP raised patient support program and mentioned workflow complexity. Discussed study results and aligned on provide starter kits. HCP interest level: low.,HCP raised patient support program and mentioned workflow complexity.,ERROR,,,,,
CALL_000596,HCP_02545,REP_038,2024-01-12,HCP raised efficacy improvement and mentioned needs more data. Discussed study results and aligned on schedule follow-up visit. HCP interest level: low.,HCP raised efficacy improvement and mentioned needs more data.,ERROR,,,,,
CALL_000597,HCP_02025,REP_058,2024-01-31,HCP raised efficacy improvement and mentioned workflow complexity. Discussed study results and aligned on connect with MSL. HCP interest level: medium.,HCP raised efficacy improvement and mentioned workflow complexity.,ERROR,,,,,
CALL_000598,HCP_00341,REP_064,2024-01-25,HCP raised new indication and mentioned needs more data. Discussed study results and aligned on wait for formulary decision. HCP interest level: low.,HCP raised new indication and mentioned needs more data.,ERROR,,,,,
CALL_000599,HCP_02198,REP_034,2024-02-10,HCP raised access / prior auth and mentioned workflow complexity. Discussed study results and aligned on provide starter kits. HCP interest level: medium.,HCP raised access / prior auth and mentioned workflow complexity.,ERROR,,,,,
CALL_000600,HCP_02813,REP_000,2024-04-02,HCP raised new indication and mentioned cost too high. Discussed study results and aligned on wait for formulary decision. HCP interest level: high.,HCP raised new indication and mentioned cost too high.,ERROR,,,,,
CALL_000601,HCP_04631,REP_074,2024-02-18,HCP raised side effect management and mentioned no suitable patients yet. Discussed study results and aligned on schedule follow-up visit. HCP interest level: low.,HCP raised side effect management and mentioned no suitable patients yet.,ERROR,,,,,
CALL_000602,HCP_01967,REP_027,2024-01-04,HCP raised safety concern and mentioned no suitable patients yet. Discussed study results and aligned on provide starter kits. HCP interest level: medium.,HCP raised safety concern and mentioned no suitable patients yet.,ERROR,,,,,
