call_id,hcp_id,rep_id,call_date,call_note_raw,call_summary_target
CALL_003792,HCP_00072,REP_045,2024-03-09,HCP raised access / prior auth and mentioned no suitable patients yet. Discussed study results and aligned on schedule follow-up visit. HCP interest level: low.,HCP raised access / prior auth and mentioned no suitable patients yet.
CALL_003793,HCP_04923,REP_057,2024-02-19,HCP raised new indication and mentioned formulary restrictions. Discussed study results and aligned on schedule follow-up visit. HCP interest level: medium.,HCP raised new indication and mentioned formulary restrictions.
CALL_003794,HCP_03644,REP_047,2024-02-21,HCP raised safety concern and mentioned formulary restrictions. Discussed study results and aligned on connect with MSL. HCP interest level: low.,HCP raised safety concern and mentioned formulary restrictions.
CALL_003795,HCP_02788,REP_051,2024-01-22,HCP raised new indication and mentioned cost too high. Discussed study results and aligned on share copay info. HCP interest level: medium.,HCP raised new indication and mentioned cost too high.
CALL_003796,HCP_01510,REP_009,2024-02-12,HCP raised patient support program and mentioned needs more data. Discussed study results and aligned on provide starter kits. HCP interest level: high.,HCP raised patient support program and mentioned needs more data.
CALL_003797,HCP_01320,REP_063,2024-01-14,HCP raised efficacy improvement and mentioned cost too high. Discussed study results and aligned on share copay info. HCP interest level: medium.,HCP raised efficacy improvement and mentioned cost too high.
CALL_003798,HCP_02818,REP_026,2024-02-17,HCP raised patient support program and mentioned prefers competitor. Discussed study results and aligned on provide starter kits. HCP interest level: low.,HCP raised patient support program and mentioned prefers competitor.
CALL_003799,HCP_04539,REP_055,2024-03-26,HCP raised access / prior auth and mentioned needs more data. Discussed study results and aligned on provide starter kits. HCP interest level: high.,HCP raised access / prior auth and mentioned needs more data.
CALL_003800,HCP_04175,REP_078,2024-01-30,HCP raised patient support program and mentioned prefers competitor. Discussed study results and aligned on provide starter kits. HCP interest level: high.,HCP raised patient support program and mentioned prefers competitor.
CALL_003801,HCP_03243,REP_043,2024-03-13,HCP raised new indication and mentioned needs more data. Discussed study results and aligned on wait for formulary decision. HCP interest level: medium.,HCP raised new indication and mentioned needs more data.
CALL_003802,HCP_01183,REP_046,2024-01-01,HCP raised access / prior auth and mentioned needs more data. Discussed study results and aligned on send clinical reprint. HCP interest level: high.,HCP raised access / prior auth and mentioned needs more data.
CALL_003803,HCP_03366,REP_041,2024-01-26,HCP raised side effect management and mentioned formulary restrictions. Discussed study results and aligned on connect with MSL. HCP interest level: medium.,HCP raised side effect management and mentioned formulary restrictions.
CALL_003804,HCP_03486,REP_005,2024-04-08,HCP raised access / prior auth and mentioned cost too high. Discussed study results and aligned on provide starter kits. HCP interest level: high.,HCP raised access / prior auth and mentioned cost too high.
CALL_003805,HCP_01790,REP_034,2024-02-03,HCP raised access / prior auth and mentioned cost too high. Discussed study results and aligned on wait for formulary decision. HCP interest level: medium.,HCP raised access / prior auth and mentioned cost too high.
CALL_003806,HCP_04068,REP_026,2024-03-05,HCP raised efficacy improvement and mentioned cost too high. Discussed study results and aligned on schedule follow-up visit. HCP interest level: medium.,HCP raised efficacy improvement and mentioned cost too high.
CALL_003807,HCP_04024,REP_025,2024-02-03,HCP raised side effect management and mentioned needs more data. Discussed study results and aligned on wait for formulary decision. HCP interest level: medium.,HCP raised side effect management and mentioned needs more data.
CALL_003808,HCP_03514,REP_065,2024-01-06,HCP raised side effect management and mentioned prefers competitor. Discussed study results and aligned on share copay info. HCP interest level: low.,HCP raised side effect management and mentioned prefers competitor.
CALL_003809,HCP_03614,REP_074,2024-01-13,HCP raised patient support program and mentioned needs more data. Discussed study results and aligned on send clinical reprint. HCP interest level: high.,HCP raised patient support program and mentioned needs more data.
CALL_003810,HCP_01501,REP_061,2024-01-29,HCP raised side effect management and mentioned cost too high. Discussed study results and aligned on share copay info. HCP interest level: low.,HCP raised side effect management and mentioned cost too high.
CALL_003811,HCP_04894,REP_071,2024-01-15,HCP raised access / prior auth and mentioned formulary restrictions. Discussed study results and aligned on send clinical reprint. HCP interest level: medium.,HCP raised access / prior auth and mentioned formulary restrictions.
CALL_003812,HCP_03727,REP_029,2024-01-01,HCP raised new indication and mentioned cost too high. Discussed study results and aligned on wait for formulary decision. HCP interest level: medium.,HCP raised new indication and mentioned cost too high.
CALL_003813,HCP_02034,REP_039,2024-01-05,HCP raised access / prior auth and mentioned workflow complexity. Discussed study results and aligned on schedule follow-up visit. HCP interest level: medium.,HCP raised access / prior auth and mentioned workflow complexity.
CALL_003814,HCP_00137,REP_019,2024-04-02,HCP raised safety concern and mentioned formulary restrictions. Discussed study results and aligned on connect with MSL. HCP interest level: high.,HCP raised safety concern and mentioned formulary restrictions.
CALL_003815,HCP_01639,REP_036,2024-01-28,HCP raised access / prior auth and mentioned no suitable patients yet. Discussed study results and aligned on schedule follow-up visit. HCP interest level: low.,HCP raised access / prior auth and mentioned no suitable patients yet.
CALL_003816,HCP_04108,REP_007,2024-02-27,HCP raised new indication and mentioned cost too high. Discussed study results and aligned on connect with MSL. HCP interest level: low.,HCP raised new indication and mentioned cost too high.
CALL_003817,HCP_04513,REP_025,2024-02-08,HCP raised new indication and mentioned prefers competitor. Discussed study results and aligned on schedule follow-up visit. HCP interest level: low.,HCP raised new indication and mentioned prefers competitor.
CALL_003818,HCP_03209,REP_053,2024-01-02,HCP raised safety concern and mentioned prefers competitor. Discussed study results and aligned on send clinical reprint. HCP interest level: high.,HCP raised safety concern and mentioned prefers competitor.
CALL_003819,HCP_04042,REP_054,2024-01-10,HCP raised new indication and mentioned formulary restrictions. Discussed study results and aligned on schedule follow-up visit. HCP interest level: low.,HCP raised new indication and mentioned formulary restrictions.
CALL_003820,HCP_00446,REP_047,2024-05-21,HCP raised patient support program and mentioned formulary restrictions. Discussed study results and aligned on share copay info. HCP interest level: medium.,HCP raised patient support program and mentioned formulary restrictions.
CALL_003821,HCP_03503,REP_023,2024-02-11,HCP raised side effect management and mentioned prefers competitor. Discussed study results and aligned on wait for formulary decision. HCP interest level: medium.,HCP raised side effect management and mentioned prefers competitor.
CALL_003822,HCP_04896,REP_059,2024-02-13,HCP raised patient support program and mentioned prefers competitor. Discussed study results and aligned on send clinical reprint. HCP interest level: low.,HCP raised patient support program and mentioned prefers competitor.
CALL_003823,HCP_02287,REP_006,2024-02-23,HCP raised patient support program and mentioned formulary restrictions. Discussed study results and aligned on send clinical reprint. HCP interest level: low.,HCP raised patient support program and mentioned formulary restrictions.
CALL_003824,HCP_03483,REP_078,2024-01-18,HCP raised safety concern and mentioned needs more data. Discussed study results and aligned on schedule follow-up visit. HCP interest level: high.,HCP raised safety concern and mentioned needs more data.
CALL_003825,HCP_00819,REP_061,2024-01-01,HCP raised side effect management and mentioned prefers competitor. Discussed study results and aligned on wait for formulary decision. HCP interest level: low.,HCP raised side effect management and mentioned prefers competitor.
